@DAVID.SUP.SHOP:2024_02.01:Tabela NCM 2022 com Utrib_Comércio Exterior_vigência 01112023 ou 01012024- v 30.10.23
03019310,1/1/2016,,KG,Quilograma
03019390,1/1/2016,,KG,Quilograma
03019410,1/1/2016,,KG,Quilograma
03019490,1/1/2016,,KG,Quilograma
03019510,1/1/2016,,KG,Quilograma
03019590,1/1/2016,,KG,Quilograma
03019911,1/1/2016,,KG,Quilograma
03019912,1/1/2016,,KG,Quilograma
03019919,1/1/2016,,KG,Quilograma
03019991,1/1/2016,,KG,Quilograma
03019992,1/1/2016,,KG,Quilograma
03019999,1/1/2016,,KG,Quilograma
03021100,1/1/2016,,KG,Quilograma
03021300,1/1/2016,,KG,Quilograma
03021400,1/1/2016,,KG,Quilograma
03021900,1/1/2016,,KG,Quilograma
03022100,1/1/2016,,KG,Quilograma
03022200,1/1/2016,,KG,Quilograma
03022300,1/1/2016,,KG,Quilograma
03022400,1/1/2016,,KG,Quilograma
03022900,1/1/2016,,KG,Quilograma
03023100,1/1/2016,,KG,Quilograma
03023200,1/1/2016,,KG,Quilograma
03023300,1/1/2016,,KG,Quilograma
03023400,1/1/2016,,KG,Quilograma
03023500,1/1/2016,,KG,Quilograma
03023600,1/1/2016,,KG,Quilograma
03023900,1/1/2016,,KG,Quilograma
03024100,1/1/2016,,KG,Quilograma
03024210,1/1/2016,,KG,Quilograma
03024290,1/1/2016,,KG,Quilograma
03024300,1/1/2016,,KG,Quilograma
03024400,1/1/2016,,KG,Quilograma
03024500,1/1/2016,,KG,Quilograma
03024600,1/1/2016,,KG,Quilograma
03024700,1/1/2016,,KG,Quilograma
03024910,1/1/2017,,KG,Quilograma
03024990,1/1/2017,,KG,Quilograma
03025100,1/1/2016,,KG,Quilograma
03025200,1/1/2016,,KG,Quilograma
03025300,1/1/2016,,KG,Quilograma
03025400,1/1/2016,,KG,Quilograma
03025500,1/1/2016,,KG,Quilograma
03025600,1/1/2016,,KG,Quilograma
03025900,1/1/2016,,KG,Quilograma
03027100,1/1/2016,,KG,Quilograma
03027210,1/1/2016,,KG,Quilograma
03027290,1/1/2016,,KG,Quilograma
03027300,1/1/2016,,KG,Quilograma
03027400,1/1/2016,,KG,Quilograma
03027900,1/1/2016,,KG,Quilograma
03028100,1/1/2016,,KG,Quilograma
03028200,1/1/2016,,KG,Quilograma
03028310,1/1/2016,,KG,Quilograma
03028320,1/1/2016,,KG,Quilograma
03028400,1/1/2016,,KG,Quilograma
03028500,1/1/2016,,KG,Quilograma
03028910,1/1/2017,,KG,Quilograma
03028921,1/1/2016,,KG,Quilograma
03028922,1/1/2016,,KG,Quilograma
03028923,1/1/2016,,KG,Quilograma
03028924,1/1/2016,,KG,Quilograma
03028931,1/1/2016,,KG,Quilograma
03028932,1/1/2016,,KG,Quilograma
03028933,1/1/2016,,KG,Quilograma
03028934,1/1/2016,,KG,Quilograma
03028935,1/1/2016,,KG,Quilograma
03028936,1/1/2016,,KG,Quilograma
03028937,1/1/2016,,KG,Quilograma
03028938,1/1/2016,,KG,Quilograma
03028941,1/1/2016,,KG,Quilograma
03028942,1/1/2016,,KG,Quilograma
03028943,1/1/2016,,KG,Quilograma
03028944,1/1/2016,,KG,Quilograma
03028945,1/1/2016,,KG,Quilograma
03028990,1/1/2016,,KG,Quilograma
03029110,1/4/2023,,KG,Quilograma
03029190,1/4/2023,,KG,Quilograma
03029200,1/1/2017,,KG,Quilograma
03029900,1/1/2017,,KG,Quilograma
03031100,1/1/2016,,KG,Quilograma
03031200,1/1/2016,,KG,Quilograma
03031300,1/1/2016,,KG,Quilograma
03031400,1/1/2016,,KG,Quilograma
03031900,1/1/2016,,KG,Quilograma
03032300,1/1/2016,,KG,Quilograma
03032410,1/1/2016,,KG,Quilograma
03032490,1/1/2016,,KG,Quilograma
03032500,1/1/2016,,KG,Quilograma
03032600,1/1/2016,,KG,Quilograma
03032900,1/1/2016,,KG,Quilograma
03033100,1/1/2016,,KG,Quilograma
03033200,1/1/2016,,KG,Quilograma
03033300,1/1/2016,,KG,Quilograma
03033400,1/1/2016,,KG,Quilograma
03033900,1/1/2016,,KG,Quilograma
03034100,1/1/2016,,KG,Quilograma
03034200,1/1/2016,,KG,Quilograma
03034300,1/1/2016,,KG,Quilograma
03034400,1/1/2016,,KG,Quilograma
03034500,1/1/2016,,KG,Quilograma
03034600,1/1/2016,,KG,Quilograma
03034900,1/1/2016,,KG,Quilograma
03035100,1/1/2016,,KG,Quilograma
03035300,1/1/2016,,KG,Quilograma
03035400,1/1/2016,,KG,Quilograma
03035500,1/1/2016,,KG,Quilograma
03035600,1/1/2016,,KG,Quilograma
03035700,1/1/2016,,KG,Quilograma
03035910,1/1/2017,,KG,Quilograma
03035920,1/1/2017,,KG,Quilograma
03035990,1/1/2017,,KG,Quilograma
03036300,1/1/2016,,KG,Quilograma
03036400,1/1/2016,,KG,Quilograma
03036500,1/1/2016,,KG,Quilograma
03036600,1/1/2016,,KG,Quilograma
03036700,1/1/2016,,KG,Quilograma
03036800,1/1/2016,,KG,Quilograma
03036910,1/1/2016,,KG,Quilograma
03036990,1/1/2016,,KG,Quilograma
03038111,1/1/2016,,KG,Quilograma
03038112,1/1/2016,,KG,Quilograma
03038113,1/1/2016,,KG,Quilograma
03038114,1/1/2016,,KG,Quilograma
03038119,1/1/2016,,KG,Quilograma
03038190,1/1/2016,,KG,Quilograma
03038200,1/1/2016,,KG,Quilograma
03038311,1/1/2016,,KG,Quilograma
03038319,1/1/2016,,KG,Quilograma
03038321,1/1/2016,,KG,Quilograma
03038329,1/1/2016,,KG,Quilograma
03038400,1/1/2016,,KG,Quilograma
03038910,1/1/2016,,KG,Quilograma
03038920,1/1/2016,,KG,Quilograma
03038932,1/1/2016,,KG,Quilograma
03038933,1/1/2016,,KG,Quilograma
03038941,1/1/2016,,KG,Quilograma
03038942,1/1/2016,,KG,Quilograma
03038943,1/1/2016,,KG,Quilograma
03038944,1/1/2016,,KG,Quilograma
03038945,1/1/2016,,KG,Quilograma
03038946,1/1/2016,,KG,Quilograma
03038951,1/1/2016,,KG,Quilograma
03038952,1/1/2016,,KG,Quilograma
03038953,1/1/2016,,KG,Quilograma
03038954,1/1/2016,,KG,Quilograma
03038955,1/1/2016,,KG,Quilograma
03038956,1/1/2016,,KG,Quilograma
03038961,1/1/2016,,KG,Quilograma
03038962,1/1/2016,,KG,Quilograma
03038963,1/1/2016,,KG,Quilograma
03038964,1/1/2016,,KG,Quilograma
03038965,1/1/2016,,KG,Quilograma
03038990,1/1/2016,,KG,Quilograma
03039110,1/4/2023,,KG,Quilograma
03039190,1/4/2023,,KG,Quilograma
03039200,1/1/2017,,KG,Quilograma
03039910,1/1/2017,,KG,Quilograma
03039920,1/1/2017,,KG,Quilograma
03039990,1/1/2017,,KG,Quilograma
03043100,1/1/2016,,KG,Quilograma
03043210,1/1/2016,,KG,Quilograma
03043290,1/1/2016,,KG,Quilograma
03043300,1/1/2016,,KG,Quilograma
03043900,1/1/2016,,KG,Quilograma
03044100,1/1/2016,,KG,Quilograma
03044200,1/1/2016,,KG,Quilograma
03044300,1/1/2016,,KG,Quilograma
03044400,1/1/2016,,KG,Quilograma
03044500,1/1/2016,,KG,Quilograma
03044600,1/1/2016,,KG,Quilograma
03044700,1/1/2017,,KG,Quilograma
03044800,1/1/2017,,KG,Quilograma
03044910,1/1/2016,,KG,Quilograma
03044920,1/1/2016,,KG,Quilograma
03044990,1/1/2016,,KG,Quilograma
03045100,1/1/2016,,KG,Quilograma
03045200,1/1/2016,,KG,Quilograma
03045300,1/1/2016,,KG,Quilograma
03045400,1/1/2016,,KG,Quilograma
03045500,1/1/2016,,KG,Quilograma
03045600,1/1/2017,,KG,Quilograma
03045700,1/1/2017,,KG,Quilograma
03045900,1/1/2016,,KG,Quilograma
03046100,1/1/2016,,KG,Quilograma
03046210,1/1/2016,,KG,Quilograma
03046290,1/1/2016,,KG,Quilograma
03046300,1/1/2016,,KG,Quilograma
03046900,1/1/2016,,KG,Quilograma
03047100,1/1/2016,,KG,Quilograma
03047200,1/1/2016,,KG,Quilograma
03047300,1/1/2016,,KG,Quilograma
03047400,1/1/2016,,KG,Quilograma
03047500,1/1/2016,,KG,Quilograma
03047900,1/1/2016,,KG,Quilograma
03048100,1/1/2016,,KG,Quilograma
03048200,1/1/2016,,KG,Quilograma
03048300,1/1/2016,,KG,Quilograma
03048400,1/1/2016,,KG,Quilograma
03048510,1/1/2016,,KG,Quilograma
03048520,1/1/2016,,KG,Quilograma
03048600,1/1/2016,,KG,Quilograma
03048700,1/1/2016,,KG,Quilograma
03048810,1/1/2017,,KG,Quilograma
03048890,1/1/2017,,KG,Quilograma
03048910,1/1/2016,,KG,Quilograma
03048920,1/1/2016,,KG,Quilograma
03048930,1/1/2016,,KG,Quilograma
03048990,1/1/2016,,KG,Quilograma
03049100,1/1/2016,,KG,Quilograma
03049211,1/1/2016,,KG,Quilograma
03049212,1/1/2016,,KG,Quilograma
03049219,1/1/2016,,KG,Quilograma
03049221,1/1/2016,,KG,Quilograma
03049222,1/1/2016,,KG,Quilograma
03049229,1/1/2016,,KG,Quilograma
03049300,1/1/2016,,KG,Quilograma
03049400,1/1/2016,,KG,Quilograma
03049500,1/1/2016,,KG,Quilograma
03049600,1/1/2017,,KG,Quilograma
03049700,1/1/2017,,KG,Quilograma
03049900,1/1/2016,,KG,Quilograma
03052010,1/4/2023,,KG,Quilograma
03052090,1/4/2023,,KG,Quilograma
03053100,1/1/2016,,KG,Quilograma
03053210,1/1/2016,,KG,Quilograma
03053220,1/1/2016,,KG,Quilograma
03053230,1/1/2017,,KG,Quilograma
03053290,1/1/2016,,KG,Quilograma
03053900,1/1/2017,,KG,Quilograma
03054100,1/1/2016,,KG,Quilograma
03054200,1/1/2016,,KG,Quilograma
03054300,1/1/2016,,KG,Quilograma
03054400,1/1/2016,,KG,Quilograma
03054910,1/1/2016,,KG,Quilograma
03054920,1/1/2016,,KG,Quilograma
03054990,1/1/2016,,KG,Quilograma
03055100,1/1/2016,,KG,Quilograma
03055200,1/1/2017,,KG,Quilograma
03055310,1/1/2017,,KG,Quilograma
03055390,1/1/2017,,KG,Quilograma
03055400,1/1/2017,,KG,Quilograma
03055900,1/1/2017,,KG,Quilograma
03056100,1/1/2016,,KG,Quilograma
03056200,1/1/2016,,KG,Quilograma
03056300,1/1/2016,,KG,Quilograma
03056400,1/1/2016,,KG,Quilograma
03056910,1/1/2016,,KG,Quilograma
03056990,1/1/2016,,KG,Quilograma
03057100,1/1/2016,,KG,Quilograma
03057200,1/1/2016,,KG,Quilograma
03057900,1/1/2016,,KG,Quilograma
03061110,1/1/2016,,KG,Quilograma
03061190,1/1/2016,,KG,Quilograma
03061200,1/1/2016,,KG,Quilograma
03061400,1/1/2016,,KG,Quilograma
03061500,1/1/2016,,KG,Quilograma
03061610,1/1/2016,,KG,Quilograma
03061690,1/1/2016,,KG,Quilograma
03061710,1/1/2016,,KG,Quilograma
03061790,1/1/2016,,KG,Quilograma
03061910,1/1/2016,,KG,Quilograma
03061990,1/1/2016,,KG,Quilograma
03063100,1/1/2017,,KG,Quilograma
03063200,1/1/2017,,KG,Quilograma
03063300,1/1/2017,,KG,Quilograma
03063400,1/1/2017,,KG,Quilograma
03063500,1/1/2017,,KG,Quilograma
03063600,1/1/2017,,KG,Quilograma
03063910,1/1/2017,,KG,Quilograma
03063990,1/1/2017,,KG,Quilograma
03069100,1/1/2017,,KG,Quilograma
03069200,1/1/2017,,KG,Quilograma
03069300,1/1/2017,,KG,Quilograma
03069400,1/1/2017,,KG,Quilograma
03069500,1/1/2017,,KG,Quilograma
03069910,1/1/2017,,KG,Quilograma
03069990,1/1/2017,,KG,Quilograma
03071100,1/1/2016,,KG,Quilograma
03071200,1/1/2017,,KG,Quilograma
03071900,1/1/2016,,KG,Quilograma
03072100,1/1/2016,,KG,Quilograma
03072200,1/1/2017,,KG,Quilograma
03072900,1/1/2016,,KG,Quilograma
03073100,1/1/2016,,KG,Quilograma
03073200,1/1/2017,,KG,Quilograma
03073900,1/1/2016,,KG,Quilograma
03074200,1/1/2017,,KG,Quilograma
03074310,1/1/2017,,KG,Quilograma
03074320,1/1/2017,,KG,Quilograma
03074900,1/1/2017,,KG,Quilograma
03075100,1/1/2016,,KG,Quilograma
03075200,1/1/2017,,KG,Quilograma
03075900,1/1/2017,,KG,Quilograma
03076000,1/1/2016,,KG,Quilograma
03077100,1/1/2016,,KG,Quilograma
03077200,1/1/2017,,KG,Quilograma
03077900,1/1/2016,,KG,Quilograma
03078100,1/1/2016,,KG,Quilograma
03078200,1/1/2017,,KG,Quilograma
03078300,1/1/2017,,KG,Quilograma
03078400,1/1/2017,,KG,Quilograma
03078700,1/1/2017,,KG,Quilograma
03078800,1/1/2017,,KG,Quilograma
03079100,1/1/2016,,KG,Quilograma
03079200,1/1/2017,,KG,Quilograma
03079900,1/1/2016,,KG,Quilograma
03081100,1/1/2016,,KG,Quilograma
03081200,1/1/2017,,KG,Quilograma
03081900,1/1/2016,,KG,Quilograma
03082100,1/1/2016,,KG,Quilograma
03082200,1/1/2017,,KG,Quilograma
03082900,1/1/2016,,KG,Quilograma
03083000,1/1/2016,,KG,Quilograma
03089000,1/1/2016,,KG,Quilograma
03091000,1/4/2022,,KG,Quilograma
03099000,1/4/2022,,KG,Quilograma
04011010,1/1/2016,,KG,Quilograma
04011090,1/1/2016,,KG,Quilograma
04012010,1/1/2016,,KG,Quilograma
04012090,1/1/2016,,KG,Quilograma
04014010,1/1/2016,,KG,Quilograma
04014021,1/1/2016,,KG,Quilograma
04014029,1/1/2016,,KG,Quilograma
04015010,1/1/2016,,KG,Quilograma
04015021,1/1/2016,,KG,Quilograma
04015029,1/1/2016,,KG,Quilograma
04021010,1/1/2016,,KG,Quilograma
04021090,1/1/2016,,KG,Quilograma
04022110,1/1/2016,,KG,Quilograma
04022120,1/1/2016,,KG,Quilograma
04022130,1/1/2016,,KG,Quilograma
04022910,1/1/2016,,KG,Quilograma
04022920,1/1/2016,,KG,Quilograma
04022930,1/1/2016,,KG,Quilograma
04029100,1/1/2016,,KG,Quilograma
04029900,1/1/2016,,KG,Quilograma
04032000,1/4/2022,,KG,Quilograma
04039000,1/1/2016,,KG,Quilograma
04041000,1/1/2016,,KG,Quilograma
04049000,1/1/2016,,KG,Quilograma
04051000,1/1/2016,,KG,Quilograma
04052000,1/1/2016,,KG,Quilograma
04059010,1/1/2016,,KG,Quilograma
04059090,1/1/2016,,KG,Quilograma
04061010,1/1/2016,,KG,Quilograma
04061090,1/1/2016,,KG,Quilograma
04062000,1/1/2016,,KG,Quilograma
04063000,1/1/2016,,KG,Quilograma
04064000,1/1/2016,,KG,Quilograma
04069010,1/1/2016,,KG,Quilograma
04069020,1/1/2016,,KG,Quilograma
04069030,1/1/2016,,KG,Quilograma
04069090,1/1/2016,,KG,Quilograma
04071100,1/1/2016,,DUZIA,Duzia
04071900,1/1/2016,,DUZIA,Duzia
04072100,1/1/2016,,DUZIA,Duzia
04072900,1/1/2016,,DUZIA,Duzia
04079000,1/1/2016,,KG,Quilograma
04081100,1/1/2016,,KG,Quilograma
04081900,1/1/2016,,KG,Quilograma
04089100,1/1/2016,,KG,Quilograma
04089900,1/1/2016,,KG,Quilograma
04090000,1/1/2016,,KG,Quilograma
04101000,1/4/2022,,KG,Quilograma
04109000,1/4/2022,,KG,Quilograma
05010000,1/1/2016,,KG,Quilograma
05021011,1/1/2016,,KG,Quilograma
05021019,1/1/2016,,KG,Quilograma
05021090,1/1/2016,,KG,Quilograma
05029010,1/1/2016,,KG,Quilograma
05029020,1/1/2016,,KG,Quilograma
05040011,1/1/2016,,KG,Quilograma
05040012,1/1/2016,,KG,Quilograma
05040013,1/1/2016,,KG,Quilograma
05040019,1/1/2016,,KG,Quilograma
05040090,1/1/2016,,KG,Quilograma
05051000,1/1/2016,,KG,Quilograma
05059000,1/1/2016,,KG,Quilograma
05061000,1/1/2016,,KG,Quilograma
05069000,1/1/2016,,KG,Quilograma
05071000,1/1/2016,,KG,Quilograma
05079000,1/1/2016,,KG,Quilograma
05080000,1/1/2016,,KG,Quilograma
05100010,1/1/2016,,KG,Quilograma
05100090,1/1/2016,,KG,Quilograma
05111000,1/1/2016,,G,Grama
05119110,1/1/2016,,KG,Quilograma
05119190,1/1/2016,,KG,Quilograma
05119910,1/1/2016,,KG,Quilograma
05119920,1/1/2016,,KG,Quilograma
05119930,1/1/2016,,KG,Quilograma
05119991,1/1/2016,,KG,Quilograma
05119999,1/1/2016,,KG,Quilograma
06011000,1/1/2016,,UN,Unidade
06012000,1/1/2016,,UN,Unidade
06021000,1/1/2016,,UN,Unidade
06022000,1/1/2016,,UN,Unidade
06023000,1/1/2016,,UN,Unidade
06024000,1/1/2016,,UN,Unidade
06029010,1/1/2016,,KG,Quilograma
06029021,1/1/2016,,UN,Unidade
06029029,1/1/2016,,UN,Unidade
06029081,1/1/2016,,UN,Unidade
06029082,1/1/2016,,UN,Unidade
06029083,1/1/2016,,UN,Unidade
06029089,1/1/2016,,UN,Unidade
06029090,1/1/2016,,UN,Unidade
06031100,1/1/2016,,DUZIA,Duzia
06031200,1/1/2016,,DUZIA,Duzia
06031300,1/1/2016,,DUZIA,Duzia
06031400,1/1/2016,,DUZIA,Duzia
06031500,1/1/2016,,DUZIA,Duzia
06031900,1/1/2016,,DUZIA,Duzia
06039000,1/1/2016,,KG,Quilograma
06042000,1/1/2016,,KG,Quilograma
06049000,1/1/2016,,KG,Quilograma
07011000,1/1/2016,,KG,Quilograma
07019000,1/1/2016,,KG,Quilograma
07020000,1/1/2016,,KG,Quilograma
07031011,1/1/2016,,KG,Quilograma
07031019,1/1/2016,,KG,Quilograma
07031021,1/1/2016,,KG,Quilograma
07031029,1/1/2016,,KG,Quilograma
07032010,1/1/2016,,KG,Quilograma
07032090,1/1/2016,,KG,Quilograma
07039010,1/1/2016,,KG,Quilograma
07039090,1/1/2016,,KG,Quilograma
07041000,1/1/2016,,KG,Quilograma
07042000,1/1/2016,,KG,Quilograma
07049000,1/1/2016,,KG,Quilograma
07051100,1/1/2016,,KG,Quilograma
07051900,1/1/2016,,KG,Quilograma
07052100,1/1/2016,,KG,Quilograma
07052900,1/1/2016,,KG,Quilograma
07061000,1/1/2016,,KG,Quilograma
07069000,1/1/2016,,KG,Quilograma
07070000,1/1/2016,,KG,Quilograma
07081000,1/1/2016,,KG,Quilograma
07082000,1/1/2016,,KG,Quilograma
07089000,1/1/2016,,KG,Quilograma
07092000,1/1/2016,,KG,Quilograma
07093000,1/1/2016,,KG,Quilograma
07094000,1/1/2016,,KG,Quilograma
07095100,1/1/2016,,KG,Quilograma
07095200,1/4/2022,,KG,Quilograma
07095300,1/4/2022,,KG,Quilograma
07095400,1/4/2022,,KG,Quilograma
07095500,1/4/2022,,KG,Quilograma
07095600,1/4/2022,,KG,Quilograma
07095900,1/1/2016,,KG,Quilograma
07096000,1/1/2016,,KG,Quilograma
07097000,1/1/2016,,KG,Quilograma
07099100,1/1/2016,,KG,Quilograma
07099200,1/1/2016,,KG,Quilograma
07099300,1/1/2016,,KG,Quilograma
07099911,1/1/2016,,KG,Quilograma
07099919,1/1/2016,,KG,Quilograma
07099990,1/1/2016,,KG,Quilograma
07101000,1/1/2016,,KG,Quilograma
07102100,1/1/2016,,KG,Quilograma
07102200,1/1/2016,,KG,Quilograma
07102900,1/1/2016,,KG,Quilograma
07103000,1/1/2016,,KG,Quilograma
07104000,1/1/2016,,KG,Quilograma
07108000,1/1/2016,,KG,Quilograma
07109000,1/1/2016,,KG,Quilograma
07112010,1/1/2016,,KG,Quilograma
07112020,1/1/2016,,KG,Quilograma
07112090,1/1/2016,,KG,Quilograma
07114000,1/1/2016,,KG,Quilograma
07115100,1/1/2016,,KG,Quilograma
07115900,1/1/2016,,KG,Quilograma
07119000,1/1/2016,,KG,Quilograma
07122000,1/1/2016,,KG,Quilograma
07123100,1/1/2016,,KG,Quilograma
07123200,1/1/2016,,KG,Quilograma
07123300,1/1/2016,,KG,Quilograma
07123400,1/4/2022,,KG,Quilograma
07123900,1/1/2016,,KG,Quilograma
07129010,1/1/2016,,KG,Quilograma
07129090,1/1/2016,,KG,Quilograma
07131010,1/1/2016,,KG,Quilograma
07131090,1/1/2016,,KG,Quilograma
07132010,1/1/2016,,KG,Quilograma
07132090,1/1/2016,,KG,Quilograma
07133110,1/1/2016,,KG,Quilograma
07133190,1/1/2016,,KG,Quilograma
07133210,1/1/2016,,KG,Quilograma
07133290,1/1/2016,,KG,Quilograma
07133311,1/1/2016,,KG,Quilograma
07133319,1/1/2016,,KG,Quilograma
07133321,1/1/2016,,KG,Quilograma
